id,age,category_id,college,depth_position,depth_rank,dob,espn_id,experience,first_name,height,is_active,is_rookie,last_name,league_id,name,number,position,position_group,race,role_id,slug,sports_reference_id,team_id,url,weight,yahoo_id,ast,ast_pct,blk,blk_pct,date,draft_kings_fp,draft_kings_ratio,draft_kings_salary,draft_street_daily_fp,draft_street_daily_ratio,draft_street_daily_salary,draftday_fp,draftday_ratio,draftday_salary,draftster_fp,draftster_ratio,draftster_salary,dreb,dreb_pct,drtg,efg,fanduel_fp,fanduel_ratio,fanduel_salary,fantasy_aces_fp,fantasy_aces_ratio,fantasy_aces_salary,fantasy_feud_fp,fantasy_feud_ratio,fantasy_feud_salary,fantasy_score_fp,fantasy_score_ratio,fantasy_score_salary,fanthrowdown_fp,fanthrowdown_ratio,fanthrowdown_salary,fga,fgm,fta,ftm,game_play_probability,game_start,minutes,nba_game_id,nba_team_id,nerd,opponent_id,oreb,oreb_pct,ortg,p3a,p3m,pf,pts,season,star_street_fp,star_street_ratio,star_street_salary,stl,stl_pct,tov,tov_pct,treb,treb_pct,ts,usg,yahoo_fp,yahoo_ratio,yahoo_salary
1285,0,0,,SG,3,1900-01-01,3930,0,Cartier,0,False,False,Martin,3011,Cartier Martin,0,GF,2,0,0,cartier-martin,martica01,8,,0,4559,0.1,0.095,0.0,0.004,2015-11-21,1.25,0.0,0,0.9,0.0,0,1.18,0.0,0,1.15,0.0,0,0.3,0.129,102.7,0.5,1.13,0.0,0,1.15,0.0,0,0.9,0.0,0,1.2,0.0,0,1.2,0.0,0,0.6,0.2,0.1,0.0,0.19,0.02,2.3,19580,8,-0.8,30,0.1,0.021,75.4,0.2,0.1,0.2,0.6,2016,1.13,0.0,0,0.0,0.012,0.1,0.079,0.4,0.07400000000000001,0.466,11.3,1.18,0.0,0
1374,0,0,,SF,2,1900-01-01,2761,0,Gerald,0,True,False,Green,2588,Gerald Green,0,GF,2,0,0,gerald-green,greenge01,15,,0,0,1.1,0.10400000000000001,0.1,0.005,2015-11-21,14.4,4.24,3400,11.05,0.0,0,13.88,2.5,5550,13.28,3.32,4000,1.8,0.107,104.3,0.64,13.19,3.77,3500,13.3,3.41,3900,11.05,0.22,50000,13.8,4.93,2800,13.9,0.0,0,7.6,3.2,2.0,1.9,0.97,0.38,18.0,19581,15,-4.48,23,0.4,0.022000000000000002,93.6,3.3,1.2,1.7,8.7,2016,13.03,0.0,0,0.5,0.013000000000000001,1.0,0.109,2.2,0.065,0.521,23.4,13.79,11.49,12
1513,0,0,,SF,3,1900-01-01,6569,0,Alan,0,True,False,Anderson,2686,Alan Anderson,0,GF,2,0,0,alan-anderson,anderal01,30,,0,0,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3500,0.0,0.0,46600,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19580,30,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2070,0,0,,PF,3,1900-01-01,6614,0,Andrew,0,True,True,Nicholson,3329,Andrew Nicholson,0,PF,2,0,5,andrew-nicholson,nichoan01,22,,0,0,0.2,0.07200000000000001,0.1,0.025,2015-11-21,2.7,0.9,3000,2.15,0.0,0,2.53,0.51,5000,2.58,0.66,3900,0.6,0.159,107.8,0.5,2.56,0.73,3500,2.6,0.87,3000,2.15,0.07,28800,2.65,1.2,2200,2.65,0.0,0,1.2,0.5,0.2,0.0,0.23,0.03,3.0,19577,22,-1.71,26,0.2,0.079,80.8,0.2,0.1,0.4,1.2,2016,2.55,0.0,0,0.0,0.005,0.1,0.125,0.8,0.11900000000000001,0.466,20.0,2.61,2.61,10
2072,0,0,,PF,3,1900-01-01,6635,0,Chris,0,True,True,Copeland,3400,Chris Copeland,0,F,2,0,4,chris-copeland,copelch01,16,,0,0,0.2,0.094,0.0,0.005,2015-11-21,2.23,0.74,3000,1.53,0.0,0,2.08,0.32,6600,2.03,0.68,3000,0.4,0.12300000000000001,109.4,0.538,2.0,0.57,3500,2.03,0.58,3500,1.53,0.06,25000,2.13,0.97,2200,2.13,0.0,0,1.3,0.4,0.2,0.1,0.26,0.04,3.5,19578,16,-2.61,11,0.1,0.026000000000000002,71.6,0.6,0.2,0.3,1.1,2016,1.98,0.0,0,0.1,0.008,0.2,0.107,0.5,0.07400000000000001,0.396,18.2,2.1,2.1,10
2079,0,0,,PF,3,1900-01-01,6576,0,Quincy,0,True,True,Acy,3372,Quincy Acy,0,F,2,0,4,quincy-acy,acyqu01,26,,0,0,0.1,0.065,0.1,0.016,2015-11-21,2.1,0.7,3000,1.7,0.0,0,1.95,0.39,5000,2.03,0.68,3000,0.4,0.151,107.7,0.5,1.97,0.56,3500,2.0,0.61,3300,1.7,0.06,26300,2.1,0.95,2200,2.0,0.0,0,0.7,0.3,0.2,0.0,0.21,0.02,2.7,19577,26,-0.65,22,0.2,0.07400000000000001,95.0,0.1,0.0,0.4,0.9,2016,1.98,0.0,0,0.1,0.009000000000000001,0.2,0.19899999999999998,0.6,0.113,0.571,15.4,1.97,1.97,10
2080,0,0,,PF,2,1900-01-01,6622,0,Mike,0,True,True,Scott,3350,Mike Scott,0,PF,2,0,4,mike-scott,scottmi01,1,,0,0,0.3,0.087,0.0,0.018000000000000002,2015-11-21,4.0,1.33,3000,3.2,0.0,0,3.8,0.76,5000,3.78,1.26,3000,0.7,0.128,111.1,0.596,3.75,1.07,3500,3.8,1.06,3600,3.2,0.12,27700,3.9,1.11,3500,3.9,0.0,0,1.9,0.8,0.3,0.2,0.87,0.12,5.8,19579,1,-0.55,5,0.3,0.048,108.0,0.6,0.2,0.6,2.1,2016,3.73,0.0,0,0.1,0.009000000000000001,0.2,0.068,1.0,0.08800000000000001,0.525,16.5,3.85,3.85,10
2081,0,0,,SG,1,1900-01-01,6609,0,Khris,0,True,True,Middleton,3356,Khris Middleton,0,GF,0,0,4,khris-middleton,middlkh01,16,,0,0,2.4,0.128,0.3,0.006999999999999999,2015-11-21,23.03,4.11,5600,17.88,0.0,0,22.15,2.26,9800,21.15,3.71,5700,3.2,0.114,105.6,0.601,21.14,3.78,5600,21.33,4.64,4600,17.88,0.23,77400,22.18,4.18,5300,22.18,0.0,0,10.8,4.1,2.1,1.9,1.0,1.0,34.2,19578,16,-8.49,11,0.5,0.017,93.3,4.3,1.7,2.7,11.8,2016,20.73,0.0,0,1.2,0.02,1.7,0.133,3.7,0.066,0.503,18.3,21.99,9.16,24
2083,0,0,,PG,3,1900-01-01,6582,0,Jared,0,True,True,Cunningham,0,Jared Cunningham,0,G,3,0,4,jared-cunningham,cunnija01,5,,0,0,0.2,0.149,0.0,0.004,2015-11-21,1.55,0.52,3000,1.15,0.0,0,1.45,0.29,5000,1.43,0.48,3000,0.2,0.145,108.1,0.571,1.44,0.41,3500,1.45,0.41,3500,1.15,0.05,25000,1.5,0.68,2200,1.5,0.0,0,0.7,0.3,0.2,0.0,0.19,0.03,2.3,19579,5,-0.77,1,0.0,0.023,90.1,0.2,0.1,0.2,0.8,2016,1.4,0.0,0,0.1,0.013999999999999999,0.1,0.12,0.2,0.09300000000000001,0.508,15.5,1.49,1.49,10
2089,0,0,,SF,1,1900-01-01,6637,0,Kent,0,True,True,Bazemore,3401,Kent Bazemore,0,GF,2,0,3,kent-bazemore,bazemke01,1,,0,0,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,5400,0.0,0.0,0,0.0,0.0,8100,0.0,0.0,4300,0.0,0.0,0.0,0.0,0.0,0.0,5100,0.0,0.0,4200,0.0,0.0,78900,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19579,1,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
2095,0,0,,SG,2,1900-01-01,6630,0,Tony,0,False,True,Wroten,3327,Tony Wroten,0,G,3,0,3,tony-wroten,wroteto01,23,,0,0,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,4900,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3900,0.0,0.0,93000,0.0,0.0,4500,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19581,23,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2100,0,0,,C,2,1900-01-01,6616,0,Miles,0,True,True,Plumlee,3357,Miles Plumlee,0,FC,2,0,3,miles-plumlee,plumlmi01,16,,0,0,0.2,0.057,0.4,0.05,2015-11-21,4.8,1.6,3000,4.15,0.0,0,4.58,0.92,5000,4.65,1.55,3000,1.0,0.174,102.0,0.462,4.52,1.29,3500,4.6,1.19,3850,4.15,0.17,25000,4.8,2.18,2200,4.6,0.0,0,1.3,0.6,0.5,0.3,0.6,0.08,6.6,19578,16,-2.34,11,0.6,0.081,78.1,0.0,0.0,1.0,1.5,2016,4.55,0.0,0,0.2,0.01,0.4,0.193,1.6,0.131,0.493,13.6,4.52,4.52,10
2103,0,0,,PF,2,1900-01-01,6615,0,Kyle,0,True,True,O'Quinn,3341,Kyle O'Quinn,0,FC,2,0,0,kyle-o-quinn,oquinky01,20,,0,0,0.4,0.09,0.5,0.052000000000000005,2015-11-21,6.45,1.95,3300,5.65,0.0,0,6.18,1.01,6100,6.23,2.08,3000,1.3,0.193,104.4,0.487,6.1,1.61,3800,6.2,1.59,3900,5.65,0.13,44600,6.45,2.93,2200,6.2,0.0,0,1.8,0.9,0.7,0.5,0.9,0.3,7.6,19582,20,-0.98,10,0.7,0.10400000000000001,97.9,0.1,0.0,1.0,2.2,2016,6.1,0.0,0,0.2,0.017,0.5,0.2,2.0,0.145,0.516,15.7,6.1,6.1,10
2107,0,0,,PF,2,1900-01-01,6592,0,John,0,True,True,Henson,3308,John Henson,0,FC,2,0,3,john-henson,hensojo01,16,,0,0,0.4,0.059000000000000004,0.9,0.05,2015-11-21,11.93,3.31,3600,10.18,0.0,0,11.3,1.58,7150,11.58,3.86,3000,2.3,0.18600000000000003,101.6,0.541,11.24,3.04,3700,11.43,2.86,4000,10.18,0.21,49400,11.93,3.41,3500,11.43,0.0,0,3.7,2.0,1.7,0.9,0.86,0.13,14.1,19578,16,-1.7,11,1.4,0.098,95.5,0.0,0.0,2.0,4.8,2016,11.33,0.0,0,0.3,0.012,1.0,0.179,3.7,0.141,0.54,18.2,11.24,8.65,13
2110,0,0,,SF,2,1900-01-01,6634,0,Hollis,0,True,True,Thompson,3353,Hollis Thompson,0,GF,2,0,3,hollis-thompson,thompho01,23,,0,0,1.6,0.106,0.3,0.011000000000000001,2015-11-21,18.15,5.04,3600,14.15,0.0,0,17.93,2.19,8200,16.48,4.45,3700,2.6,0.111,109.5,0.731,16.44,4.33,3800,16.6,4.26,3900,14.15,0.25,56100,17.15,7.8,2200,17.6,0.0,0,8.0,3.4,1.1,0.8,0.99,0.36,26.6,19581,23,-3.19,15,0.6,0.026000000000000002,104.7,4.9,2.0,2.0,9.3,2016,16.2,0.0,0,0.7,0.015,1.1,0.10800000000000001,3.2,0.067,0.548,16.3,17.44,17.44,10
2113,0,0,,SF,1,1900-01-01,6588,0,Evan,0,True,True,Fournier,3317,Evan Fournier,0,GF,3,0,3,evan-fournier,fournev01,22,,0,0,4.2,0.179,0.3,0.005,2015-11-21,32.55,4.93,6600,26.15,0.0,0,31.63,2.66,11900,29.8,5.23,5700,3.7,0.11699999999999999,110.0,0.673,30.08,5.1,5900,30.3,6.59,4600,26.15,0.23,113400,31.4,7.85,4000,31.45,0.0,0,14.2,6.7,3.9,3.1,1.0,1.0,36.3,19577,22,1.98,26,0.7,0.023,111.7,5.7,2.3,2.7,18.3,2016,29.25,0.0,0,0.9,0.012,2.2,0.115,4.4,0.068,0.575,21.5,31.23,12.01,26
2123,0,0,,PF,1,1900-01-01,6597,0,Terrence,0,True,True,Jones,3307,Terrence Jones,0,F,2,0,2,terrence-jones,joneste01,10,,0,0,1.3,0.069,1.5,0.03,2015-11-21,29.65,5.2,5700,24.9,0.0,0,28.28,2.57,11000,28.55,5.71,5000,5.3,0.17800000000000002,104.2,0.609,28.17,4.94,5700,28.55,6.07,4700,24.9,0.29,86500,29.2,5.31,5500,29.0,0.0,0,10.9,5.4,3.2,1.4,1.0,1.0,33.3,19582,10,4.64,20,2.3,0.084,111.6,2.4,0.9,3.3,14.0,2016,28.23,0.0,0,0.7,0.011000000000000001,1.3,0.083,7.6,0.133,0.566,18.6,28.62,15.06,19
2130,0,0,,C,1,1900-01-01,6585,0,Andre,0,True,True,Drummond,3300,Andre Drummond,0,FC,0,0,2,andre-drummond,drumman01,8,,0,0,1.6,0.08199999999999999,1.6,0.036000000000000004,2015-11-21,41.05,4.15,9900,33.75,0.0,0,37.2,2.05,18150,38.6,5.15,7500,8.4,0.27,104.1,0.533,37.82,3.74,10100,38.45,5.65,6800,33.75,0.2,164900,39.55,4.39,9000,38.45,0.0,0,13.5,7.2,5.3,2.2,1.0,1.0,35.3,19580,8,4.15,30,4.2,0.129,108.4,0.0,0.0,3.5,17.3,2016,38.05,0.0,0,1.0,0.013999999999999999,2.2,0.128,12.6,0.196,0.546,23.0,37.82,8.6,44
2136,0,0,,SG,1,1900-01-01,6580,0,Bradley,0,True,True,Beal,3303,Bradley Beal,0,SG,3,0,1,bradley-beal,bealbr01,30,,0,0,3.2,0.17600000000000002,0.2,0.006,2015-11-21,30.15,4.37,6900,23.6,0.0,0,29.33,2.22,13200,27.55,5.74,4800,3.2,0.109,109.0,0.643,27.64,3.79,7300,27.85,5.16,5400,23.6,0.24,100200,28.85,5.55,5200,29.15,0.0,0,14.6,6.5,2.9,2.5,1.0,0.73,33.6,19580,30,-2.44,8,1.0,0.031,104.7,5.9,2.6,2.5,17.2,2016,27.05,0.0,0,1.1,0.015,2.0,0.11800000000000001,4.2,0.069,0.543,23.7,28.94,9.65,30
2143,0,0,,PG,2,1900-01-01,3964,0,Patrick,0,True,False,Beverley,3072,Patrick Beverley,0,G,3,0,0,patrick-beverley,beverpa01,10,,0,4647,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3400,0.0,0.0,0,0.0,0.0,5900,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3900,0.0,0.0,45500,0.0,0.0,4600,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19582,10,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2145,0,0,,C,2,1900-01-01,2968439,0,Aron,0,True,False,Baynes,3427,Aron Baynes,0,C,1,0,0,aron-baynes,baynear01,8,,0,5150,0.4,0.053,0.5,0.036000000000000004,2015-11-21,10.13,3.38,3000,8.83,0.0,0,9.65,1.93,5000,9.85,3.28,3000,2.4,0.215,102.4,0.536,9.6,2.74,3500,9.78,2.79,3500,8.83,0.33,26600,10.13,4.6,2200,9.78,0.0,0,2.8,1.5,1.5,0.9,0.82,0.17,12.4,19580,8,2.41,30,1.1,0.10800000000000001,114.0,0.0,0.0,1.6,4.1,2016,9.68,0.0,0,0.2,0.009000000000000001,0.7,0.152,3.5,0.163,0.592,16.6,9.6,9.6,10
2148,0,0,,SG,2,1900-01-01,2284101,0,Justin,0,True,False,Holiday,3242,Justin Holiday,0,GF,2,0,0,justin-holiday,holidju01,1,,0,5142,0.9,0.07400000000000001,0.4,0.016,2015-11-21,12.78,4.26,3000,9.83,0.0,0,12.13,2.43,5000,11.93,3.98,3000,1.8,0.102,107.3,0.611,11.81,3.37,3500,11.93,3.31,3600,9.83,0.39,25000,12.38,4.42,2800,12.33,0.0,0,5.9,2.2,1.3,0.8,0.86,0.1,17.9,19579,1,-6.5,5,0.5,0.028999999999999998,88.7,2.7,0.8,2.0,6.2,2016,11.7,0.0,0,0.8,0.023,0.9,0.12300000000000001,2.3,0.066,0.486,17.4,12.21,12.21,10
2153,21,0,,SG,1,1992-05-04,2527963,0,Victor,76,True,True,Oladipo,3433,Victor Oladipo,5,G,3,0,0,victor-oladipo,oladivi01,22,,215,5153,4.8,0.223,0.5,0.011000000000000001,2015-11-21,35.85,5.05,7100,28.6,0.0,0,33.95,2.74,12400,33.25,4.89,6800,4.7,0.14,106.2,0.563,33.42,4.46,7500,33.7,6.07,5550,28.6,0.3,95000,35.2,5.03,7000,34.35,0.0,0,16.0,6.8,4.2,3.2,1.0,1.0,35.8,19577,22,-5.47,26,0.9,0.027000000000000003,99.2,4.4,1.3,2.7,18.1,2016,32.5,0.0,0,1.7,0.024,3.0,0.146,5.6,0.084,0.507,25.3,34.07,9.46,36
2154,20,0,,SF,1,1993-06-03,2594922,0,Otto,80,True,True,Porter,3435,Otto Porter,22,SF,2,0,0,otto-porter,porteot01,30,,198,5154,1.8,0.09,0.5,0.011000000000000001,2015-11-21,22.6,3.9,5800,18.35,0.0,0,21.65,2.12,10200,21.25,4.72,4500,3.2,0.11900000000000001,106.9,0.65,21.14,3.71,5700,21.35,4.59,4650,18.35,0.22,81600,22.05,5.51,4000,21.9,0.0,0,9.7,4.0,2.5,2.2,1.0,1.0,33.6,19580,30,-2.27,8,1.0,0.038,104.5,3.7,1.1,2.5,11.8,2016,20.9,0.0,0,1.0,0.016,1.4,0.13,4.2,0.079,0.55,16.5,21.69,9.04,24
2157,19,0,,PF,1,1994-04-10,2991280,0,Nerlens,83,True,True,Noel,3431,Nerlens Noel,4,FC,2,0,0,nerlens-noel,noelne01,23,,228,5157,1.6,0.10099999999999999,1.1,0.031,2015-11-21,26.3,4.11,6400,22.0,0.0,0,24.73,2.29,10800,25.33,3.96,6400,5.8,0.214,102.0,0.471,24.76,3.7,6700,25.15,4.49,5600,22.0,0.32,69700,26.3,4.11,6400,25.15,0.0,0,9.3,4.3,3.2,1.9,1.0,1.0,28.1,19581,23,-6.18,15,2.0,0.081,92.2,0.1,0.0,2.5,10.7,2016,24.75,0.0,0,1.2,0.021,2.3,0.18899999999999997,7.8,0.147,0.503,21.5,24.76,7.74,32
2158,20,0,,SG,2,1993-02-11,2578213,0,Ben,77,True,True,McLemore,3432,Ben McLemore,16,SG,3,0,0,ben-mclemore,mclembe01,26,,195,5158,1.9,0.094,0.2,0.005,2015-11-21,17.55,5.32,3300,13.75,0.0,0,16.93,2.49,6800,16.13,5.38,3000,2.2,0.096,111.0,0.603,16.15,4.36,3700,16.3,4.53,3600,13.75,0.34,40700,16.9,4.12,4100,16.95,0.0,0,7.6,3.2,2.0,1.3,0.97,0.44,25.9,19577,26,-8.06,22,0.8,0.028999999999999998,95.4,2.9,1.3,2.1,8.9,2016,15.83,0.0,0,0.8,0.013999999999999999,1.2,0.132,3.0,0.062,0.528,16.1,16.8,16.8,10
2159,20,0,,SG,1,1993-02-18,2581018,0,Kentavious,77,True,True,Caldwell-Pope,3450,Kentavious Caldwell-Pope,5,SG,3,0,0,kentavious-caldwell-pope,caldwke01,8,,205,5159,2.3,0.10400000000000001,0.2,0.004,2015-11-21,25.38,5.08,5000,19.78,0.0,0,24.1,2.69,8950,23.68,4.83,4900,2.8,0.084,108.4,0.596,23.75,4.75,5000,23.93,5.44,4400,19.78,0.26,75900,24.58,5.02,4900,24.73,0.0,0,13.5,5.5,2.4,2.1,1.0,1.0,35.0,19580,8,-2.06,30,0.7,0.022000000000000002,105.5,5.1,1.6,2.2,14.6,2016,23.35,0.0,0,1.2,0.017,1.3,0.08199999999999999,3.5,0.053,0.502,20.4,24.55,11.69,21
2162,22,0,,PG,1,1991-10-10,2596108,0,Michael,78,True,True,Carter-Williams,3441,Michael Carter-Williams,1,PG,3,0,0,michael-carter-williams,cartemi01,16,,185,5162,6.6,0.345,0.5,0.011000000000000001,2015-11-21,32.38,5.49,5900,26.18,0.0,0,30.6,2.7,11350,29.58,4.77,6200,3.8,0.133,102.4,0.492,30.2,4.72,6400,30.43,5.85,5200,26.18,0.29,90200,32.03,4.64,6900,30.78,0.0,0,12.6,5.1,3.7,2.7,1.0,1.0,32.6,19578,16,-7.29,11,0.7,0.024,93.1,2.2,0.7,2.5,13.5,2016,28.78,0.0,0,1.8,0.027999999999999997,3.2,0.19399999999999998,4.5,0.078,0.474,23.7,30.55,11.31,27
2166,18,0,,SF,1,1994-12-16,3032977,0,Giannis,81,True,True,Antetokounmpo,3456,Giannis Antetokounmpo,34,F,2,0,0,giannis-antetokounmpo,antetgi01,16,,205,5185,2.2,0.111,0.9,0.019,2015-11-21,31.45,4.37,7200,26.6,0.0,0,30.08,2.25,13350,30.03,4.84,6200,6.1,0.18600000000000003,103.4,0.561,29.66,4.12,7200,30.05,5.46,5500,26.6,0.28,96700,31.1,4.86,6400,30.4,0.0,0,11.7,5.6,5.1,4.3,1.0,1.0,35.9,19578,16,0.52,11,1.7,0.055,104.0,1.9,0.7,3.9,15.5,2016,29.5,0.0,0,0.9,0.013999999999999999,2.1,0.141,7.8,0.12,0.558,20.4,30.01,8.83,34
2168,20,0,,PG,2,1993-09-15,3032979,0,Dennis,73,True,True,Schroder,3444,Dennis Schroder,17,PG,3,0,0,dennis-schroder,schrode01,1,,168,5187,4.1,0.254,0.2,0.008,2015-11-21,23.63,4.22,5600,18.63,0.0,0,22.5,2.36,9550,21.53,4.49,4800,2.2,0.1,111.2,0.6,21.95,4.3,5100,22.08,4.65,4750,18.63,0.23,80600,23.03,4.35,5300,22.68,0.0,0,11.0,4.7,2.6,2.0,0.99,0.54,25.4,19579,1,-6.29,5,0.3,0.013999999999999999,99.6,3.8,1.2,1.8,12.7,2016,21.05,0.0,0,0.8,0.016,1.9,0.12300000000000001,2.5,0.057999999999999996,0.523,26.1,22.55,10.74,21
2174,22,0,,SF,3,1991-03-18,2488958,0,Solomon,79,True,True,Hill,3483,Solomon Hill,9,GF,2,0,0,solomon-hill,hillso01,11,,225,5193,0.1,0.049,0.0,0.004,2015-11-21,1.45,0.48,3000,1.1,0.0,0,1.38,0.28,5000,1.35,0.44,3100,0.3,0.139,105.0,0.583,1.33,0.38,3500,1.35,0.39,3500,1.1,0.02,51400,1.4,0.47,3000,1.4,0.0,0,0.6,0.2,0.1,0.0,0.18,0.02,2.0,19578,11,-1.23,16,0.1,0.034,71.8,0.3,0.1,0.2,0.6,2016,1.33,0.0,0,0.1,0.011000000000000001,0.1,0.09699999999999999,0.4,0.085,0.466,16.8,1.38,1.38,10
2175,21,0,,SG,4,1992-03-16,2528210,0,Tim,78,True,True,Hardaway Jr.,3459,Tim Hardaway Jr.,5,SG,3,0,0,tim-hardaway-jr,hardati02,1,,205,5194,0.0,0.06,0.0,0.018000000000000002,2015-11-21,0.1,0.03,3000,0.1,0.0,0,0.1,0.02,5000,0.1,0.03,3700,0.0,0.106,92.0,0.0,0.1,0.03,3900,0.1,0.03,3700,0.1,0.0,55600,0.1,0.03,3000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,19579,1,-0.03,5,0.0,0.019,74.9,0.0,0.0,0.0,0.1,2016,0.1,0.0,0,0.0,0.017,0.0,0.086,0.0,0.062,0.0,15.3,0.1,0.1,10
2185,22,0,,PG,2,1991-05-21,2490589,0,Isaiah,72,True,True,Canaan,3470,Isaiah Canaan,1,PG,3,0,0,isaiah-canaan,canaais01,23,,188,5204,2.2,0.20600000000000002,0.2,0.005,2015-11-21,14.63,4.43,3300,11.23,0.0,0,14.18,1.97,7200,13.15,2.86,4600,1.6,0.09,108.4,0.674,13.32,3.33,4000,13.43,3.24,4150,11.23,0.26,43300,13.98,4.37,3200,14.08,0.0,0,6.7,2.6,1.3,1.0,0.99,0.54,18.9,19581,23,-4.31,15,0.5,0.026000000000000002,97.7,3.8,1.3,1.3,7.2,2016,12.88,0.0,0,0.5,0.017,1.1,0.11699999999999999,2.1,0.057999999999999996,0.5,20.8,13.97,12.7,11
2187,22,0,,PG,3,1991-06-12,2528447,0,Ray,75,True,True,McCallum,3466,Ray McCallum,3,PG,3,0,0,ray-mccallum,mccalra01,27,,190,5206,0.2,0.17,0.0,0.003,2015-11-21,1.2,0.4,3000,0.95,0.0,0,1.1,0.22,5000,1.13,0.38,3000,0.1,0.094,102.3,0.5,1.14,0.33,3500,1.15,0.33,3500,0.95,0.03,31800,1.2,0.43,2800,1.15,0.0,0,0.5,0.2,0.1,0.0,0.16,0.01,1.7,19583,27,-0.5,14,0.1,0.027000000000000003,86.3,0.1,0.0,0.2,0.5,2016,1.1,0.0,0,0.1,0.018000000000000002,0.1,0.151,0.2,0.06,0.46,17.6,1.14,1.14,10
2193,22,0,,PG,3,1991-08-29,2578204,0,Pierre,70,False,True,Jackson,0,Pierre Jackson,55,PG,3,0,0,pierre-jackson,jackspi01,23,,176,5212,0.1,0.121,0.0,0.01,2015-11-21,1.03,0.0,0,0.73,0.0,0,0.98,0.0,0,0.93,0.0,0,0.2,0.10800000000000001,105.8,0.6,0.91,0.0,0,0.93,0.0,0,0.73,0.0,0,0.98,0.0,0,0.98,0.0,0,0.5,0.2,0.1,0.0,0.15,0.01,1.5,19581,23,-1.04,15,0.1,0.035,67.9,0.2,0.1,0.2,0.5,2016,0.9,0.0,0,0.0,0.011000000000000001,0.1,0.08,0.3,0.069,0.46,16.4,0.96,0.0,0
2195,22,0,,PF,3,1991-07-01,2490089,0,Mike,83,True,True,Muscala,3463,Mike Muscala,31,FC,1,0,0,mike-muscala,muscami01,1,,239,5214,0.1,0.053,0.1,0.032,2015-11-21,1.18,0.39,3000,0.93,0.0,0,1.08,0.22,5000,1.13,0.38,3000,0.2,0.152,109.1,0.625,1.11,0.32,3500,1.13,0.32,3500,0.93,0.04,25000,1.18,0.54,2200,1.13,0.0,0,0.4,0.2,0.2,0.0,0.17,0.01,1.9,19579,1,-0.02,5,0.1,0.08900000000000001,112.0,0.1,0.0,0.2,0.5,2016,1.1,0.0,0,0.0,0.011000000000000001,0.1,0.161,0.3,0.121,0.512,14.2,1.11,1.11,10
2201,23,0,,SF,4,1990-07-01,2579321,0,James,79,True,True,Ennis,3481,James Ennis,7,GF,2,0,0,james-ennis,ennisja01,14,,210,5220,0.0,0.083,0.0,0.016,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.125,108.1,0.0,0.0,0.0,3500,0.0,0.0,3300,0.0,0.0,25600,0.0,0.0,2200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,19583,14,-0.02,27,0.0,0.045,101.6,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.009000000000000001,0.0,0.046,0.0,0.083,0.0,11.5,0.0,0.0,10
2213,23,0,,PG,4,1990-08-23,2326307,0,Seth,74,True,True,Curry,3498,Seth Curry,3,PG,3,0,0,seth-curry,curryse01,26,,185,5245,0.0,0.198,0.0,0.003,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.086,110.4,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,25000,0.0,0.0,2200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,19577,26,-0.03,22,0.0,0.01,98.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.02,0.0,0.165,0.0,0.048,0.0,19.8,0.0,0.0,10
